bugID,finalID,taxaClass,taxaOrder,taxaFamily,taxaSubFamily,tolerance,ffg,cwInd,html_url
940,Alboglossiphonia heteroclita,Clitellata,Rhynchobdellida,Glossiphoniidae,,7,PR,False,https://programs.iowadnr.gov/bionet/inverts/taxa/940
399,Allocapnia,Insecta,Plecoptera,Capniidae,,3,SH,False,https://programs.iowadnr.gov/bionet/inverts/taxa/399
161,Alluaudomyia,Insecta,Diptera,Ceratopogonidae,,6,PR,False,https://programs.iowadnr.gov/bionet/inverts/taxa/161
1033,Amblema plicata,Bivalvia,Veneroida,Unionidae,,6,CF,False,https://programs.iowadnr.gov/bionet/inverts/taxa/1033
553,Amercaenis,Insecta,Ephemeroptera,Caenidae,,5,CF,False,https://programs.iowadnr.gov/bionet/inverts/taxa/553
552,Amercaenis ridens,Insecta,Ephemeroptera,Caenidae,,5,CF,False,https://programs.iowadnr.gov/bionet/inverts/taxa/552
764,Amnicola,Gastropoda,Neotaenioglossa,Hydrobiidae,,5,SC,False,https://programs.iowadnr.gov/bionet/inverts/taxa/764
765,Amnicola limosus,Gastropoda,Neotaenioglossa,Hydrobiidae,,5,SC,False,https://programs.iowadnr.gov/bionet/inverts/taxa/765
366,Amphiagrion,Insecta,Odonata,Coenagrionidae,,9,PR,False,https://programs.iowadnr.gov/bionet/inverts/taxa/366
401,Amphinemura,Insecta,Plecoptera,Nemouridae,,2,SH,False,https://programs.iowadnr.gov/bionet/inverts/taxa/401
1102,Amphinemura delosa,Insecta,Plecoptera,Nemouridae,,3,SH,False,https://programs.iowadnr.gov/bionet/inverts/taxa/1102
846,Amphinemura linda,Insecta,Plecoptera,Nemouridae,,0,SH,True,https://programs.iowadnr.gov/bionet/inverts/taxa/846
1079,Amphinemura varshava,Insecta,Plecoptera,Nemouridae,,2,SH,False,https://programs.iowadnr.gov/bionet/inverts/taxa/1079
37,Amphipoda,Malacostraca,Amphipoda,,,,UN,False,https://programs.iowadnr.gov/bionet/inverts/taxa/37
464,Anabolia,Insecta,Trichoptera,Limnephilidae,,5,SH,False,https://programs.iowadnr.gov/bionet/inverts/taxa/464
128,Anacaena,Insecta,Coleoptera,Hydrophilidae,,8.2,UN,False,https://programs.iowadnr.gov/bionet/inverts/taxa/128
605,Anacaena lutescens,Insecta,Coleoptera,Hydrophilidae,,8.2,UN,False,https://programs.iowadnr.gov/bionet/inverts/taxa/605
358,Anax,Insecta,Odonata,Aeshnidae,,8,PR,False,https://programs.iowadnr.gov/bionet/inverts/taxa/358
359,Anax junius,Insecta,Odonata,Aeshnidae,,8,PR,False,https://programs.iowadnr.gov/bionet/inverts/taxa/359
493,Ancylidae,Gastropoda,Basommatophora,Ancylidae,,6,SC,False,https://programs.iowadnr.gov/bionet/inverts/taxa/493
888,Ancyronyx,Insecta,Coleoptera,Elmidae,,6,CG,False,https://programs.iowadnr.gov/bionet/inverts/taxa/888
98,Ancyronyx variegatus,Insecta,Coleoptera,Elmidae,,6,CG,False,https://programs.iowadnr.gov/bionet/inverts/taxa/98
1,Annelida,,,,,,UN,False,https://programs.iowadnr.gov/bionet/inverts/taxa/1
511,Anodontinae,Bivalvia,Unionoida,Unionidae,,6,CF,False,https://programs.iowadnr.gov/bionet/inverts/taxa/511
872,Anodontoides ferussacianus,Bivalvia,Unionoida,Unionidae,,,CF,False,https://programs.iowadnr.gov/bionet/inverts/taxa/872
171,Anopheles,Insecta,Diptera,Culicidae,,9.1,CF,False,https://programs.iowadnr.gov/bionet/inverts/taxa/171
487,Anthoathecatae,Hydrozoa,Anthoathecatae,,,,UN,False,https://programs.iowadnr.gov/bionet/inverts/taxa/487
296,Anthopotamus,Insecta,Ephemeroptera,Potamanthidae,,4,CF,False,https://programs.iowadnr.gov/bionet/inverts/taxa/296
297,Anthopotamus myops,Insecta,Ephemeroptera,Potamanthidae,,4,CF,False,https://programs.iowadnr.gov/bionet/inverts/taxa/297
197,Antocha,Insecta,Diptera,Tipulidae,,3,CG,False,https://programs.iowadnr.gov/bionet/inverts/taxa/197
1110,Apobaetis,Insecta,Ephemeroptera,Baetidae,,4.8,CG,False,https://programs.iowadnr.gov/bionet/inverts/taxa/1110
312,Aquarius,Insecta,Hemiptera,Gerridae,,6.4,PR,False,https://programs.iowadnr.gov/bionet/inverts/taxa/312
313,Aquarius remigis,Insecta,Hemiptera,Gerridae,,6.4,PR,False,https://programs.iowadnr.gov/bionet/inverts/taxa/313
804,Archilestes,Insecta,Odonata,Lestidae,,9,PR,False,https://programs.iowadnr.gov/bionet/inverts/taxa/804
932,Archilestes grandis,Insecta,Odonata,Lestidae,,9,PR,False,https://programs.iowadnr.gov/bionet/inverts/taxa/932
367,Argia,Insecta,Odonata,Coenagrionidae,,6,PR,False,https://programs.iowadnr.gov/bionet/inverts/taxa/367
927,Argia apicalis,Insecta,Odonata,Coenagrionidae,,8,PR,False,https://programs.iowadnr.gov/bionet/inverts/taxa/927
619,Argia moesta,Insecta,Odonata,Coenagrionidae,,6,PR,False,https://programs.iowadnr.gov/bionet/inverts/taxa/619
3,Arhynchobdellida,Clitellata,Arhynchobdellida,,,,UN,False,https://programs.iowadnr.gov/bionet/inverts/taxa/3
375,Arigomphus,Insecta,Odonata,Gomphidae,,6.4,PR,False,https://programs.iowadnr.gov/bionet/inverts/taxa/375
837,Arigomphus cornutus,Insecta,Odonata,Gomphidae,,6.4,PR,False,https://programs.iowadnr.gov/bionet/inverts/taxa/837
35,Arthropoda,,,,,,UN,False,https://programs.iowadnr.gov/bionet/inverts/taxa/35
51,Asellidae,Malacostraca,Isopoda,Asellidae,,8,CG,False,https://programs.iowadnr.gov/bionet/inverts/taxa/51
157,Athericidae,Insecta,Diptera,Athericidae,,2,PR,False,https://programs.iowadnr.gov/bionet/inverts/taxa/157
158,Atherix,Insecta,Diptera,Athericidae,,2,PR,False,https://programs.iowadnr.gov/bionet/inverts/taxa/158
159,Atherix variegatus,Insecta,Diptera,Athericidae,,2,PR,False,https://programs.iowadnr.gov/bionet/inverts/taxa/159
162,Atrichopogon,Insecta,Diptera,Ceratopogonidae,,6.8,CG,False,https://programs.iowadnr.gov/bionet/inverts/taxa/162
568,Attaneuria,Insecta,Plecoptera,Perlidae,,1,PR,False,https://programs.iowadnr.gov/bionet/inverts/taxa/568
569,Attaneuria ruralis,Insecta,Plecoptera,Perlidae,,1,PR,False,https://programs.iowadnr.gov/bionet/inverts/taxa/569
206,Baetidae,Insecta,Ephemeroptera,Baetidae,,4.8,CG,False,https://programs.iowadnr.gov/bionet/inverts/taxa/206
209,Baetis,Insecta,Ephemeroptera,Baetidae,,4.6,CG,False,https://programs.iowadnr.gov/bionet/inverts/taxa/209
211,Baetis brunneicolor,Insecta,Ephemeroptera,Baetidae,,4,CG,False,https://programs.iowadnr.gov/bionet/inverts/taxa/211
215,Baetis flavistriga,Insecta,Ephemeroptera,Baetidae,,4,CG,False,https://programs.iowadnr.gov/bionet/inverts/taxa/215
216,Baetis intercalaris,Insecta,Ephemeroptera,Baetidae,,6,CG,False,https://programs.iowadnr.gov/bionet/inverts/taxa/216
217,Baetis pluto,Insecta,Ephemeroptera,Baetidae,,6,CG,False,https://programs.iowadnr.gov/bionet/inverts/taxa/217
219,Baetis tricaudatus,Insecta,Ephemeroptera,Baetidae,,2,CG,False,https://programs.iowadnr.gov/bionet/inverts/taxa/219
238,Baetisca,Insecta,Ephemeroptera,Baetiscidae,,4,CG,False,https://programs.iowadnr.gov/bionet/inverts/taxa/238
239,Baetisca lacustris,Insecta,Ephemeroptera,Baetiscidae,,5,CG,False,https://programs.iowadnr.gov/bionet/inverts/taxa/239
240,Baetisca laurentina,Insecta,Ephemeroptera,Baetiscidae,,3,CG,False,https://programs.iowadnr.gov/bionet/inverts/taxa/240
955,Baetisca obesa,Insecta,Ephemeroptera,Baetiscidae,,5,CG,False,https://programs.iowadnr.gov/bionet/inverts/taxa/955
237,Baetiscidae,Insecta,Ephemeroptera,Baetiscidae,,3.9,CG,False,https://programs.iowadnr.gov/bionet/inverts/taxa/237
1074,Basiaeschna janata,Insecta,Odonata,Aeshnidae,,6,PR,False,https://programs.iowadnr.gov/bionet/inverts/taxa/1074
492,Basommatophora,Gastropoda,Basommatophora,,,,UN,False,https://programs.iowadnr.gov/bionet/inverts/taxa/492
300,Belostoma,Insecta,Hemiptera,Belostomatidae,,9.8,PR,False,https://programs.iowadnr.gov/bionet/inverts/taxa/300
301,Belostoma flumineum,Insecta,Hemiptera,Belostomatidae,,9.8,PR,False,https://programs.iowadnr.gov/bionet/inverts/taxa/301
299,Belostomatidae,Insecta,Hemiptera,Belostomatidae,,9.6,PR,False,https://programs.iowadnr.gov/bionet/inverts/taxa/299
129,Berosus,Insecta,Coleoptera,Hydrophilidae,,5,PI,False,https://programs.iowadnr.gov/bionet/inverts/taxa/129
956,Berosus aculeatus,Insecta,Coleoptera,Hydrophilidae,,5,PI,False,https://programs.iowadnr.gov/bionet/inverts/taxa/956
613,Berosus fraternus,Insecta,Coleoptera,Hydrophilidae,,5,PI,False,https://programs.iowadnr.gov/bionet/inverts/taxa/613
726,Berosus infuscatus,Insecta,Coleoptera,Hydrophilidae,,5,PI,False,https://programs.iowadnr.gov/bionet/inverts/taxa/726
1032,Berosus pantherinus,Insecta,Coleoptera,Hydrophilidae,,5,PI,False,https://programs.iowadnr.gov/bionet/inverts/taxa/1032
599,Berosus peregrinus,Insecta,Coleoptera,Hydrophilidae,,5,PI,False,https://programs.iowadnr.gov/bionet/inverts/taxa/599
1127,Berosus pugnax,Insecta,Coleoptera,Hydrophilidae,,5,PI,False,https://programs.iowadnr.gov/bionet/inverts/taxa/1127
728,Berosus sayi,Insecta,Coleoptera,Hydrophilidae,,5,PI,False,https://programs.iowadnr.gov/bionet/inverts/taxa/728
163,Bezzia,Insecta,Diptera,Ceratopogonidae,,6,PR,False,https://programs.iowadnr.gov/bionet/inverts/taxa/163
164,Bezzia/Palpomyia,Insecta,Diptera,Ceratopogonidae,,6,PR,False,https://programs.iowadnr.gov/bionet/inverts/taxa/164
1002,Bittacomorpha,Insecta,Diptera,Ptychopteridae,,9,CG,False,https://programs.iowadnr.gov/bionet/inverts/taxa/1002
1106,Bittacomorpha clavipes,Insecta,Diptera,Ptychopteridae,,9,CG,False,https://programs.iowadnr.gov/bionet/inverts/taxa/1106
504,Bivalvia,Bivalvia,,,,,CF,False,https://programs.iowadnr.gov/bionet/inverts/taxa/504
360,Boyeria,Insecta,Odonata,Aeshnidae,,2,PR,False,https://programs.iowadnr.gov/bionet/inverts/taxa/360
361,Boyeria vinosa,Insecta,Odonata,Aeshnidae,,2,PR,False,https://programs.iowadnr.gov/bionet/inverts/taxa/361
419,Brachycentridae,Insecta,Trichoptera,Brachycentridae,,1,UN,False,https://programs.iowadnr.gov/bionet/inverts/taxa/419
420,Brachycentrus,Insecta,Trichoptera,Brachycentridae,,1,CF,False,https://programs.iowadnr.gov/bionet/inverts/taxa/420
679,Brachycentrus americanus,Insecta,Trichoptera,Brachycentridae,,1,CF,True,https://programs.iowadnr.gov/bionet/inverts/taxa/679
684,Brachycentrus lateralis,Insecta,Trichoptera,Brachycentridae,,1,CF,True,https://programs.iowadnr.gov/bionet/inverts/taxa/684
421,Brachycentrus numerosus,Insecta,Trichoptera,Brachycentridae,,1,CF,False,https://programs.iowadnr.gov/bionet/inverts/taxa/421
422,Brachycentrus occidentalis,Insecta,Trichoptera,Brachycentridae,,1,CF,True,https://programs.iowadnr.gov/bionet/inverts/taxa/422
242,Brachycercus,Insecta,Ephemeroptera,Caenidae,,3,CG,False,https://programs.iowadnr.gov/bionet/inverts/taxa/242
243,Brachycercus flavus,Insecta,Ephemeroptera,Caenidae,,3,CG,False,https://programs.iowadnr.gov/bionet/inverts/taxa/243
1114,Brachycercus ojibwe,Insecta,Ephemeroptera,Caenidae,,3,CG,False,https://programs.iowadnr.gov/bionet/inverts/taxa/1114
484,Branchiobdellida,Clitellata,Branchiobdellida,,,6,CG,False,https://programs.iowadnr.gov/bionet/inverts/taxa/484
950,Branchiura,Clitellata,Haplotaxida,Tubificidae,,6,CG,False,https://programs.iowadnr.gov/bionet/inverts/taxa/950
949,Branchiura sowerbyi,Clitellata,Haplotaxida,Tubificidae,,6,CG,False,https://programs.iowadnr.gov/bionet/inverts/taxa/949
990,Buenoa,Insecta,Hemiptera,Notonectidae,,,UN,False,https://programs.iowadnr.gov/bionet/inverts/taxa/990
52,Caecidotea,Malacostraca,Isopoda,Asellidae,,8,CG,False,https://programs.iowadnr.gov/bionet/inverts/taxa/52
53,Caecidotea intermedia,Malacostraca,Isopoda,Asellidae,,8,CG,False,https://programs.iowadnr.gov/bionet/inverts/taxa/53
1098,Caecidotea kendeighi,Malacostraca,Isopoda,Asellidae,,8,CG,False,https://programs.iowadnr.gov/bionet/inverts/taxa/1098
241,Caenidae,Insecta,Ephemeroptera,Caenidae,,6.8,CG,False,https://programs.iowadnr.gov/bionet/inverts/taxa/241
244,Caenis,Insecta,Ephemeroptera,Caenidae,,7,CG,False,https://programs.iowadnr.gov/bionet/inverts/taxa/244
882,Caenis amica,Insecta,Ephemeroptera,Caenidae,,7,CG,False,https://programs.iowadnr.gov/bionet/inverts/taxa/882
677,Caenis anceps,Insecta,Ephemeroptera,Caenidae,,7,CG,False,https://programs.iowadnr.gov/bionet/inverts/taxa/677
245,Caenis diminuta,Insecta,Ephemeroptera,Caenidae,,7,CG,False,https://programs.iowadnr.gov/bionet/inverts/taxa/245
246,Caenis hilaris,Insecta,Ephemeroptera,Caenidae,,7,CG,False,https://programs.iowadnr.gov/bionet/inverts/taxa/246
247,Caenis latipennis,Insecta,Ephemeroptera,Caenidae,,7,CG,False,https://programs.iowadnr.gov/bionet/inverts/taxa/247
248,Caenis punctata,Insecta,Ephemeroptera,Caenidae,,7,CG,False,https://programs.iowadnr.gov/bionet/inverts/taxa/248
551,Caenis tardata,Insecta,Ephemeroptera,Caenidae,,7,CG,False,https://programs.iowadnr.gov/bionet/inverts/taxa/551
222,Callibaetis,Insecta,Ephemeroptera,Baetidae,,9,CG,False,https://programs.iowadnr.gov/bionet/inverts/taxa/222
817,Callibaetis ferrugineus,Insecta,Ephemeroptera,Baetidae,,9,CG,False,https://programs.iowadnr.gov/bionet/inverts/taxa/817
918,Callibaetis floridanus,Insecta,Ephemeroptera,Baetidae,,9,CG,False,https://programs.iowadnr.gov/bionet/inverts/taxa/918
625,Callibaetis fluctuans,Insecta,Ephemeroptera,Baetidae,,9,CG,False,https://programs.iowadnr.gov/bionet/inverts/taxa/625
223,Callibaetis pictus,Insecta,Ephemeroptera,Baetidae,,9,CG,False,https://programs.iowadnr.gov/bionet/inverts/taxa/223
788,Caloparyphus,Insecta,Diptera,Stratiomyidae,,7,CG,False,https://programs.iowadnr.gov/bionet/inverts/taxa/788
362,Calopterygidae,Insecta,Odonata,Calopterygidae,,5.4,PR,False,https://programs.iowadnr.gov/bionet/inverts/taxa/362
363,Calopteryx,Insecta,Odonata,Calopterygidae,,5,PR,False,https://programs.iowadnr.gov/bionet/inverts/taxa/363
924,Calopteryx maculata,Insecta,Odonata,Calopterygidae,,5,PR,False,https://programs.iowadnr.gov/bionet/inverts/taxa/924
45,Cambaridae,Malacostraca,Decapoda,Cambaridae,,6,CG,False,https://programs.iowadnr.gov/bionet/inverts/taxa/45
698,Cambarus diogenes,Malacostraca,Decapoda,Cambaridae,,6,CG,False,https://programs.iowadnr.gov/bionet/inverts/taxa/698
969,Camelobaetidius,Insecta,Ephemeroptera,Baetidae,,4.8,UN,False,https://programs.iowadnr.gov/bionet/inverts/taxa/969
973,Camelobaetidius waltzi,Insecta,Ephemeroptera,Baetidae,,4.8,UN,False,https://programs.iowadnr.gov/bionet/inverts/taxa/973
1019,Camelobaetidius warreni,Insecta,Ephemeroptera,Baetidae,,4.8,UN,False,https://programs.iowadnr.gov/bionet/inverts/taxa/1019
1011,Campeloma,Gastropoda,Architaenioglossa,Viviparidae,,6.7,SC,False,https://programs.iowadnr.gov/bionet/inverts/taxa/1011
398,Capniidae,Insecta,Plecoptera,Capniidae,,1,SH,False,https://programs.iowadnr.gov/bionet/inverts/taxa/398
59,Carabidae,Insecta,Coleoptera,Carabidae,,,PR,False,https://programs.iowadnr.gov/bionet/inverts/taxa/59
71,Celina,Insecta,Coleoptera,Dytiscidae,,5,PR,False,https://programs.iowadnr.gov/bionet/inverts/taxa/71
224,Centroptilum,Insecta,Ephemeroptera,Baetidae,,2,CG,False,https://programs.iowadnr.gov/bionet/inverts/taxa/224
1122,Centroptilum alamance,Insecta,Ephemeroptera,Baetidae,,2,CG,False,https://programs.iowadnr.gov/bionet/inverts/taxa/1122
1118,Centroptilum album,Insecta,Ephemeroptera,Baetidae,,2,CG,False,https://programs.iowadnr.gov/bionet/inverts/taxa/1118
812,Centroptilum bifurcatum,Insecta,Ephemeroptera,Baetidae,,2,CG,False,https://programs.iowadnr.gov/bionet/inverts/taxa/812
748,Centroptilum triangulifer,Insecta,Ephemeroptera,Baetidae,,2,CG,False,https://programs.iowadnr.gov/bionet/inverts/taxa/748
718,Centroptilum victoriae,Insecta,Ephemeroptera,Baetidae,,2,CG,False,https://programs.iowadnr.gov/bionet/inverts/taxa/718
454,Ceraclea,Insecta,Trichoptera,Leptoceridae,,3,CG,False,https://programs.iowadnr.gov/bionet/inverts/taxa/454
1057,Ceraclea alagma,Insecta,Trichoptera,Leptoceridae,,3,CG,False,https://programs.iowadnr.gov/bionet/inverts/taxa/1057
744,Ceraclea alces,Insecta,Trichoptera,Leptoceridae,,3,CG,False,https://programs.iowadnr.gov/bionet/inverts/taxa/744
897,Ceraclea ancylus,Insecta,Trichoptera,Leptoceridae,,3,CG,False,https://programs.iowadnr.gov/bionet/inverts/taxa/897
1058,Ceraclea cancellata,Insecta,Trichoptera,Leptoceridae,,3,CG,False,https://programs.iowadnr.gov/bionet/inverts/taxa/1058
909,Ceraclea enodis,Insecta,Trichoptera,Leptoceridae,,3,CG,False,https://programs.iowadnr.gov/bionet/inverts/taxa/909
637,Ceraclea flava,Insecta,Trichoptera,Leptoceridae,,3,CG,False,https://programs.iowadnr.gov/bionet/inverts/taxa/637
994,Ceraclea maculata,Insecta,Trichoptera,Leptoceridae,,3,CG,False,https://programs.iowadnr.gov/bionet/inverts/taxa/994
714,Ceraclea neffi,Insecta,Trichoptera,Leptoceridae,,3,CG,False,https://programs.iowadnr.gov/bionet/inverts/taxa/714
751,Ceraclea nepha,Insecta,Trichoptera,Leptoceridae,,3,CG,False,https://programs.iowadnr.gov/bionet/inverts/taxa/751
958,Ceraclea spongillovorax,Insecta,Trichoptera,Leptoceridae,,3,CG,False,https://programs.iowadnr.gov/bionet/inverts/taxa/958
915,Ceraclea tarsipunctata,Insecta,Trichoptera,Leptoceridae,,3,CG,False,https://programs.iowadnr.gov/bionet/inverts/taxa/915
165,Ceratopogon,Insecta,Diptera,Ceratopogonidae,,6,PR,False,https://programs.iowadnr.gov/bionet/inverts/taxa/165
160,Ceratopogonidae,Insecta,Diptera,Ceratopogonidae,,6,PR,False,https://programs.iowadnr.gov/bionet/inverts/taxa/160
430,Ceratopsyche,Insecta,Trichoptera,Hydropsychidae,Hydropsychinae,5.2,CF,False,https://programs.iowadnr.gov/bionet/inverts/taxa/430
431,Ceratopsyche alhedra,Insecta,Trichoptera,Hydropsychidae,Hydropsychinae,3,CF,False,https://programs.iowadnr.gov/bionet/inverts/taxa/431
974,Ceratopsyche alternans,Insecta,Trichoptera,Hydropsychidae,Hydropsychinae,3,CF,False,https://programs.iowadnr.gov/bionet/inverts/taxa/974
432,Ceratopsyche bronta,Insecta,Trichoptera,Hydropsychidae,Hydropsychinae,5,CF,False,https://programs.iowadnr.gov/bionet/inverts/taxa/432
433,Ceratopsyche morosa,Insecta,Trichoptera,Hydropsychidae,Hydropsychinae,6,CF,False,https://programs.iowadnr.gov/bionet/inverts/taxa/433
434,Ceratopsyche slossonae,Insecta,Trichoptera,Hydropsychidae,Hydropsychinae,4,CF,False,https://programs.iowadnr.gov/bionet/inverts/taxa/434
845,Ceratopsyche sparna,Insecta,Trichoptera,Hydropsychidae,Hydropsychinae,1,CF,False,https://programs.iowadnr.gov/bionet/inverts/taxa/845
249,Cercobrachys,Insecta,Ephemeroptera,Caenidae,,5,CG,False,https://programs.iowadnr.gov/bionet/inverts/taxa/249
1091,Cercobrachys fox,Insecta,Ephemeroptera,Caenidae,,5,CG,False,https://programs.iowadnr.gov/bionet/inverts/taxa/1091
602,Cercobrachys serpentis,Insecta,Ephemeroptera,Caenidae,,5,CG,False,https://programs.iowadnr.gov/bionet/inverts/taxa/602
477,Cernotina,Insecta,Trichoptera,Polycentropodidae,,4.6,PR,False,https://programs.iowadnr.gov/bionet/inverts/taxa/477
801,Chaoboridae,Insecta,Diptera,Chaoboridae,,8,PR,False,https://programs.iowadnr.gov/bionet/inverts/taxa/801
802,Chaoborus,Insecta,Diptera,Chaoboridae,,8,PR,False,https://programs.iowadnr.gov/bionet/inverts/taxa/802
803,Chaoborus punctipennis,Insecta,Diptera,Chaoboridae,,8,PR,False,https://programs.iowadnr.gov/bionet/inverts/taxa/803
347,Chauliodes,Insecta,Megaloptera,Corydalidae,,4,PR,False,https://programs.iowadnr.gov/bionet/inverts/taxa/347
348,Chauliodes pectinicornis,Insecta,Megaloptera,Corydalidae,,4,PR,False,https://programs.iowadnr.gov/bionet/inverts/taxa/348
349,Chauliodes rastricornis,Insecta,Megaloptera,Corydalidae,,4,PR,False,https://programs.iowadnr.gov/bionet/inverts/taxa/349
686,Chelifera/Metachela,Insecta,Diptera,Empididae,,6,PR,False,https://programs.iowadnr.gov/bionet/inverts/taxa/686
435,Cheumatopsyche,Insecta,Trichoptera,Hydropsychidae,Hydropsychinae,5,CF,False,https://programs.iowadnr.gov/bionet/inverts/taxa/435
471,Chimarra,Insecta,Trichoptera,Philopotamidae,,4,CF,False,https://programs.iowadnr.gov/bionet/inverts/taxa/471
472,Chimarra aterrima,Insecta,Trichoptera,Philopotamidae,,4,CF,False,https://programs.iowadnr.gov/bionet/inverts/taxa/472
473,Chimarra obscura,Insecta,Trichoptera,Philopotamidae,,4,CF,False,https://programs.iowadnr.gov/bionet/inverts/taxa/473
168,Chironomidae,Insecta,Diptera,Chironomidae,,6,CG,False,https://programs.iowadnr.gov/bionet/inverts/taxa/168
519,Chordodidae,Gordioida,Gordioidea,Chordodidae,,,UN,False,https://programs.iowadnr.gov/bionet/inverts/taxa/519
618,Chrysomelidae,Insecta,Coleoptera,Chrysomelidae,,,SH,False,https://programs.iowadnr.gov/bionet/inverts/taxa/618
193,Chrysops,Insecta,Diptera,Tabanidae,,6,PR,False,https://programs.iowadnr.gov/bionet/inverts/taxa/193
354,Climacia,Insecta,Neuroptera,Sisyridae,,5,PR,False,https://programs.iowadnr.gov/bionet/inverts/taxa/354
719,Clinocera,Insecta,Diptera,Empididae,,6,PR,False,https://programs.iowadnr.gov/bionet/inverts/taxa/719
960,Clinohelea,Insecta,Diptera,Ceratopogonidae,,6,PR,False,https://programs.iowadnr.gov/bionet/inverts/taxa/960
